idLattes;Docente;Categoria;Grande Area;Area de Avaliacao;Codigo;AreaPos;Programa
4870546315235649;WARLEY MARCOS NASCIMENTO;PERMANENTE;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50100009;AGRONOMIA;AGRONOMIA (53001010071P8)
3771349675852807;ALEXANDRE FLORIANI RAMOS;PERMANENTE;CIÊNCIAS AGRÁRIAS ;MEDICINA VETERINÁRIA;50500007;MEDICINA VETERINÁRIA;CIÊNCIAS ANIMAIS (53001010067P0)
8541586871435816;ALEXANDRE RODRIGUES CAETANO;PERMANENTE;CIÊNCIAS AGRÁRIAS ;MEDICINA VETERINÁRIA;50500007;MEDICINA VETERINÁRIA;CIÊNCIAS ANIMAIS (53001010067P0)
5304081966255411;ALINE MONDINI CALIL RACANICCI;COLABORADOR                               ;CIÊNCIAS AGRÁRIAS ;MEDICINA VETERINÁRIA;50500007;MEDICINA VETERINÁRIA;CIÊNCIAS ANIMAIS (53001010067P0)
5594474167742681;CLAYTON QUIRINO MENDES;COLABORADOR                               ;CIÊNCIAS AGRÁRIAS ;MEDICINA VETERINÁRIA;50500007;MEDICINA VETERINÁRIA;CIÊNCIAS ANIMAIS (53001010067P0)
6052239712915301;CONCEPTA MARGARET MCMANUS PIMENTEL;PERMANENTE;CIÊNCIAS AGRÁRIAS ;MEDICINA VETERINÁRIA;50500007;MEDICINA VETERINÁRIA;CIÊNCIAS ANIMAIS (53001010067P0)
1686704472655874;CRISTIANO BARROS DE MELO;PERMANENTE;CIÊNCIAS AGRÁRIAS ;MEDICINA VETERINÁRIA;50500007;MEDICINA VETERINÁRIA;CIÊNCIAS ANIMAIS (53001010067P0)
5233360990855723;EDUARDO MAURICIO MENDES DE LIMA;PERMANENTE;CIÊNCIAS AGRÁRIAS ;MEDICINA VETERINÁRIA;50500007;MEDICINA VETERINÁRIA;CIÊNCIAS ANIMAIS (53001010067P0)
3257643044030021;GIANE REGINA PALUDO;PERMANENTE;CIÊNCIAS AGRÁRIAS ;MEDICINA VETERINÁRIA;50500007;MEDICINA VETERINÁRIA;CIÊNCIAS ANIMAIS (53001010067P0)
3996385621553357;HELDER LOUVANDINI;PERMANENTE;CIÊNCIAS AGRÁRIAS ;MEDICINA VETERINÁRIA;50500007;MEDICINA VETERINÁRIA;CIÊNCIAS ANIMAIS (53001010067P0)
1369919992786236;IVO PIVATO;PERMANENTE;CIÊNCIAS AGRÁRIAS ;MEDICINA VETERINÁRIA;50500007;MEDICINA VETERINÁRIA;CIÊNCIAS ANIMAIS (53001010067P0)
2728337803011388;MARCIO BOTELHO DE CASTRO;PERMANENTE;CIÊNCIAS AGRÁRIAS ;MEDICINA VETERINÁRIA;50500007;MEDICINA VETERINÁRIA;CIÊNCIAS ANIMAIS (53001010067P0)
6912403887412900;MARGOT ALVES NUNES DODE;PERMANENTE;CIÊNCIAS AGRÁRIAS ;MEDICINA VETERINÁRIA;50500007;MEDICINA VETERINÁRIA;CIÊNCIAS ANIMAIS (53001010067P0)
3231150421416276;PAULA DINIZ GALERA;PERMANENTE;CIÊNCIAS AGRÁRIAS ;MEDICINA VETERINÁRIA;50500007;MEDICINA VETERINÁRIA;CIÊNCIAS ANIMAIS (53001010067P0)
2226422094152807;PEDRO MIGUEL OCAMPOS PEDROSO;PERMANENTE;CIÊNCIAS AGRÁRIAS ;MEDICINA VETERINÁRIA;50500007;MEDICINA VETERINÁRIA;CIÊNCIAS ANIMAIS (53001010067P0)
2709768840269152;RODRIGO ARRUDA DE OLIVEIRA;PERMANENTE;CIÊNCIAS AGRÁRIAS ;MEDICINA VETERINÁRIA;50500007;MEDICINA VETERINÁRIA;CIÊNCIAS ANIMAIS (53001010067P0)
6791391123453000;RODRIGO DIANA NAVARRO;PERMANENTE;CIÊNCIAS AGRÁRIAS ;MEDICINA VETERINÁRIA;50500007;MEDICINA VETERINÁRIA;CIÊNCIAS ANIMAIS (53001010067P0)
6839816688814114;SHEILA TAVARES NASCIMENTO;PERMANENTE;CIÊNCIAS AGRÁRIAS ;MEDICINA VETERINÁRIA;50500007;MEDICINA VETERINÁRIA;CIÊNCIAS ANIMAIS (53001010067P0)
9046091156129405;AILTON TEIXEIRA DO VALE;PERMANENTE;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50200003;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;CIÊNCIAS FLORESTAIS (53001010046P3)
8798342921398977;ALBA BALERIA REZENDE;PERMANENTE;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50200003;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;CIÊNCIAS FLORESTAIS (53001010046P3)
9363824507242645;ALCIDES GATTO;PERMANENTE;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50200003;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;CIÊNCIAS FLORESTAIS (53001010046P3)
0760002134076536;ALDICIR OSNI SCARIOT;COLABORADOR                               ;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50200003;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;CIÊNCIAS FLORESTAIS (53001010046P3)
4300200185894332;ALEXANDRE FLORIAN DA COSTA;PERMANENTE;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50200003;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;CIÊNCIAS FLORESTAIS (53001010046P3)
7564343207826298;ALVARO NOGUEIRA DE SOUZA;PERMANENTE;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50200003;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;CIÊNCIAS FLORESTAIS (53001010046P3)
0762320192832740;ANDERSON MARCOS DE SOUZA;PERMANENTE;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50200003;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;CIÊNCIAS FLORESTAIS (53001010046P3)
9962937225304733;CLAUDIO HENRIQUE SOARES DEL MENEZZI;PERMANENTE;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50200003;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;CIÊNCIAS FLORESTAIS (53001010046P3)
3112965245088570;DANIEL LUIS MASCIA VIEIRA;COLABORADOR                               ;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50200003;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;CIÊNCIAS FLORESTAIS (53001010046P3)
5362897230508312;EDER PEREIRA MIGUEL;PERMANENTE;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50200003;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;CIÊNCIAS FLORESTAIS (53001010046P3)
3238397066723847;ERALDO APARECIDO TRONDOLI MATRICARDI;PERMANENTE;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50200003;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;CIÊNCIAS FLORESTAIS (53001010046P3)
3977914284672829;FABIO VENTUROLI;COLABORADOR                               ;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50200003;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;CIÊNCIAS FLORESTAIS (53001010046P3)
3479480621039646;HENRIQUE MARINHO LEITE CHAVES;PERMANENTE;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50200003;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;CIÊNCIAS FLORESTAIS (53001010046P3)
7422862336520174;HUMBERTO ANGELO;PERMANENTE;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50200003;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;CIÊNCIAS FLORESTAIS (53001010046P3)
8380544778619327;ILDEU SOARES MARTINS;PERMANENTE;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50200003;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;CIÊNCIAS FLORESTAIS (53001010046P3)
0220830488629637;JOAQUIM CARLOS GONCALEZ;PERMANENTE;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50200003;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;CIÊNCIAS FLORESTAIS (53001010046P3)
7270239356755951;JONNY EVERSON SCHERWINSKI PEREIRA;COLABORADOR                               ;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50200003;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;CIÊNCIAS FLORESTAIS (53001010046P3)
8763062952090544;JOSE ROBERTO RODRIGUES PINTO;PERMANENTE;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50200003;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;CIÊNCIAS FLORESTAIS (53001010046P3)
4038904353437470;MAURO ELOI NAPPO;PERMANENTE;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50200003;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;CIÊNCIAS FLORESTAIS (53001010046P3)
2393229242953160;REGINALDO SERGIO PEREIRA;PERMANENTE;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50200003;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;CIÊNCIAS FLORESTAIS (53001010046P3)
2397768052594119;RENATO VINICIUS OLIVEIRA CASTRO;PERMANENTE;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50200003;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;CIÊNCIAS FLORESTAIS (53001010046P3)
5804582372968711;REUBER ALBUQUERQUE BRANDAO;PERMANENTE;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50200003;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;CIÊNCIAS FLORESTAIS (53001010046P3)
7729328470427064;RICARDO DE OLIVEIRA GASPAR;PERMANENTE;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50200003;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;CIÊNCIAS FLORESTAIS (53001010046P3)
0255187706160134;ROSANA DE CARVALHO CRISTO MARTINS;PERMANENTE;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50200003;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;CIÊNCIAS FLORESTAIS (53001010046P3)
1312518668807552;THIAGO OLIVEIRA RODRIGUES;VISITANTE;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50200003;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;CIÊNCIAS FLORESTAIS (53001010046P3)
3819793758148766;ADALBERTO CORREA CAFE FILHO;PERMANENTE;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50100009;AGRONOMIA;FITOPATOLOGIA (53001010021P0)
9332397384594058;AILTON REIS;COLABORADOR                               ;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50100009;AGRONOMIA;FITOPATOLOGIA (53001010021P0)
9710960477270791;ALICE KAZUKO INOUE NAGATA;PERMANENTE;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50100009;AGRONOMIA;FITOPATOLOGIA (53001010021P0)
2965249477852237;CLEBER FURLANETTO;PERMANENTE;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50100009;AGRONOMIA;FITOPATOLOGIA (53001010021P0)
7251618193690338;DANILO BATISTA PINHO;PERMANENTE;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50100009;AGRONOMIA;FITOPATOLOGIA (53001010021P0)
1801689011454385;HELSON MARIO MARTINS DO VALE;COLABORADOR                               ;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50100009;AGRONOMIA;FITOPATOLOGIA (53001010021P0)
2924779756458377;JOSE CARMINE DIANESE;PERMANENTE;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50100009;AGRONOMIA;FITOPATOLOGIA (53001010021P0)
3207715700779256;JUVENIL ENRIQUE CARES;PERMANENTE;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50100009;AGRONOMIA;FITOPATOLOGIA (53001010021P0)
3592032092912418;LEONARDO SILVA BOITEUX;PERMANENTE;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50100009;AGRONOMIA;FITOPATOLOGIA (53001010021P0)
3545257559534992;LUIZ EDUARDO BASSAY BLUM;PERMANENTE;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50100009;AGRONOMIA;FITOPATOLOGIA (53001010021P0)
2086301050707005;MARISA A DA S VELLOSO FERREIRA;PERMANENTE;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50100009;AGRONOMIA;FITOPATOLOGIA (53001010021P0)
0029536556461484;MARTA CRISTINA CORSI DE FILIPPI;COLABORADOR                               ;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50100009;AGRONOMIA;FITOPATOLOGIA (53001010021P0)
2321059443128660;RENATO DE OLIVEIRA RESENDE;PERMANENTE;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50100009;AGRONOMIA;FITOPATOLOGIA (53001010021P0)
7043613563333719;RITA DE CASSIA PEREIRA CARVALHO;PERMANENTE;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50100009;AGRONOMIA;FITOPATOLOGIA (53001010021P0)
0960398662960668;ROBERT NEIL GERARD MILLER;PERMANENTE;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50100009;AGRONOMIA;FITOPATOLOGIA (53001010021P0)
6652536976797877;SUELI CORREA MARQUES DE MELLO;PERMANENTE;CIÊNCIAS AGRÁRIAS ;CIÊNCIAS AGRÁRIAS I ;50100009;AGRONOMIA;FITOPATOLOGIA (53001010021P0)
5397825086420928;ANGELA PATRICIA SANTANA;PERMANENTE;CIÊNCIAS AGRÁRIAS ;MEDICINA VETERINÁRIA;50500007;MEDICINA VETERINÁRIA;SAÚDE ANIMAL (53001010070P1)
2368985735640767;ANTONIO RAPHAEL TEIXEIRA NETO;PERMANENTE;CIÊNCIAS AGRÁRIAS ;MEDICINA VETERINÁRIA;50500007;MEDICINA VETERINÁRIA;SAÚDE ANIMAL (53001010070P1)
5233360990855723;EDUARDO MAURICIO MENDES DE LIMA;PERMANENTE;CIÊNCIAS AGRÁRIAS ;MEDICINA VETERINÁRIA;50500007;MEDICINA VETERINÁRIA;SAÚDE ANIMAL (53001010070P1)
5101695721028346;FABIANO JOSE FERREIRA DE SANT ANA;PERMANENTE;CIÊNCIAS AGRÁRIAS ;MEDICINA VETERINÁRIA;50500007;MEDICINA VETERINÁRIA;SAÚDE ANIMAL (53001010070P1)
6355542640228110;GLAUCIA BUENO PEREIRA NETO;COLABORADOR                               ;CIÊNCIAS AGRÁRIAS ;MEDICINA VETERINÁRIA;50500007;MEDICINA VETERINÁRIA;SAÚDE ANIMAL (53001010070P1)
3586382943482522;JOSE RENATO JUNQUEIRA BORGES;PERMANENTE;CIÊNCIAS AGRÁRIAS ;MEDICINA VETERINÁRIA;50500007;MEDICINA VETERINÁRIA;SAÚDE ANIMAL (53001010070P1)
6430330011206726;JULIANA TARGINO SILVA ALMEIDA E MACEDO;PERMANENTE;CIÊNCIAS AGRÁRIAS ;MEDICINA VETERINÁRIA;50500007;MEDICINA VETERINÁRIA;SAÚDE ANIMAL (53001010070P1)
4197956697217784;MARCELO ISMAR SILVA SANTANA;PERMANENTE;CIÊNCIAS AGRÁRIAS ;MEDICINA VETERINÁRIA;50500007;MEDICINA VETERINÁRIA;SAÚDE ANIMAL (53001010070P1)
2015844025143092;MARCIA DE AGUIAR FERREIRA;COLABORADOR                               ;CIÊNCIAS AGRÁRIAS ;MEDICINA VETERINÁRIA;50500007;MEDICINA VETERINÁRIA;SAÚDE ANIMAL (53001010070P1)
2226422094152807;PEDRO MIGUEL OCAMPOS PEDROSO;PERMANENTE;CIÊNCIAS AGRÁRIAS ;MEDICINA VETERINÁRIA;50500007;MEDICINA VETERINÁRIA;SAÚDE ANIMAL (53001010070P1)
2593259109151413;RICARDO MIYASAKA DE ALMEIDA;PERMANENTE;CIÊNCIAS AGRÁRIAS ;MEDICINA VETERINÁRIA;50500007;MEDICINA VETERINÁRIA;SAÚDE ANIMAL (53001010070P1)
6673322487449113;SIMONE PERECMANIS;PERMANENTE;CIÊNCIAS AGRÁRIAS ;MEDICINA VETERINÁRIA;50500007;MEDICINA VETERINÁRIA;SAÚDE ANIMAL (53001010070P1)
2810864273439126;VITOR SALVADOR PICAO GONCALVES;PERMANENTE;CIÊNCIAS AGRÁRIAS ;MEDICINA VETERINÁRIA;50500007;MEDICINA VETERINÁRIA;SAÚDE ANIMAL (53001010070P1)
8739951817243849;ALINE PIC;PERMANENTE;CIÊNCIAS BIOLÓGICAS ;CIÊNCIAS BIOLÓGICAS I ;20100000;BIOLOGIA GERAL;BIOLOGIA ANIMAL (53001010045P7)
2576531891879144;CARLOS ALBERTO BEZERRA TOMAZ;PERMANENTE;CIÊNCIAS BIOLÓGICAS ;CIÊNCIAS BIOLÓGICAS I ;20100000;BIOLOGIA GERAL;BIOLOGIA ANIMAL (53001010045P7)
9069808208981819;CAROLINA MADEIRA LUCCI;PERMANENTE;CIÊNCIAS BIOLÓGICAS ;CIÊNCIAS BIOLÓGICAS I ;20100000;BIOLOGIA GERAL;BIOLOGIA ANIMAL (53001010045P7)
6611558584487547;CESAR KOPPE GRISOLIA;PERMANENTE;CIÊNCIAS BIOLÓGICAS ;CIÊNCIAS BIOLÓGICAS I ;20100000;BIOLOGIA GERAL;BIOLOGIA ANIMAL (53001010045P7)
6624700495176582;DANIELA MARA DE OLIVEIRA;COLABORADOR                               ;CIÊNCIAS BIOLÓGICAS ;CIÊNCIAS BIOLÓGICAS I ;20100000;BIOLOGIA GERAL;BIOLOGIA ANIMAL (53001010045P7)
7339158885682632;Elisabeth Nogueira Ferroni Schwartz;PERMANENTE;CIÊNCIAS BIOLÓGICAS ;CIÊNCIAS BIOLÓGICAS I ;20100000;BIOLOGIA GERAL;BIOLOGIA ANIMAL (53001010045P7)
3208175361373924;JOAO PAULO FIGUEIRO LONGO;PERMANENTE;CIÊNCIAS BIOLÓGICAS ;CIÊNCIAS BIOLÓGICAS I ;20100000;BIOLOGIA GERAL;BIOLOGIA ANIMAL (53001010045P7)
6981177079694893;MARCIA RENATA MORTARI;PERMANENTE;CIÊNCIAS BIOLÓGICAS ;CIÊNCIAS BIOLÓGICAS I ;20100000;BIOLOGIA GERAL;BIOLOGIA ANIMAL (53001010045P7)
7422288792695902;MARIA CLOTILDE HENRIQUES TAVARES;PERMANENTE;CIÊNCIAS BIOLÓGICAS ;CIÊNCIAS BIOLÓGICAS I ;20100000;BIOLOGIA GERAL;BIOLOGIA ANIMAL (53001010045P7)
6242712900164633;MARIA DE FATIMA MENEZES ALMEIDA SANTOS;PERMANENTE;CIÊNCIAS BIOLÓGICAS ;CIÊNCIAS BIOLÓGICAS I ;20100000;BIOLOGIA GERAL;BIOLOGIA ANIMAL (53001010045P7)
9162321378895527;MARIANA DE SOUZA CASTRO;PERMANENTE;CIÊNCIAS BIOLÓGICAS ;CIÊNCIAS BIOLÓGICAS I ;20100000;BIOLOGIA GERAL;BIOLOGIA ANIMAL (53001010045P7)
1869410903969724;MONICA PEREIRA GARCIA;PERMANENTE;CIÊNCIAS BIOLÓGICAS ;CIÊNCIAS BIOLÓGICAS I ;20100000;BIOLOGIA GERAL;BIOLOGIA ANIMAL (53001010045P7)
3040017553449056;OSMINDO RODRIGUES PIRES JUNIOR;PERMANENTE;CIÊNCIAS BIOLÓGICAS ;CIÊNCIAS BIOLÓGICAS I ;20100000;BIOLOGIA GERAL;BIOLOGIA ANIMAL (53001010045P7)
5711121793956849;RAFAEL PLAKOUDI SOUTO MAIOR;PERMANENTE;CIÊNCIAS BIOLÓGICAS ;CIÊNCIAS BIOLÓGICAS I ;20100000;BIOLOGIA GERAL;BIOLOGIA ANIMAL (53001010045P7)
1612292306950738;RENATO CAPARROZ;PERMANENTE;CIÊNCIAS BIOLÓGICAS ;CIÊNCIAS BIOLÓGICAS I ;20100000;BIOLOGIA GERAL;BIOLOGIA ANIMAL (53001010045P7)
9072332484355315;RICARDO BENTES DE AZEVEDO;PERMANENTE;CIÊNCIAS BIOLÓGICAS ;CIÊNCIAS BIOLÓGICAS I ;20100000;BIOLOGIA GERAL;BIOLOGIA ANIMAL (53001010045P7)
2223438165183635;SILVIENE FABIANA DE OLIVEIRA;PERMANENTE;CIÊNCIAS BIOLÓGICAS ;CIÊNCIAS BIOLÓGICAS I ;20100000;BIOLOGIA GERAL;BIOLOGIA ANIMAL (53001010045P7)
9757708390518979;SONIA NAIR BAO;PERMANENTE;CIÊNCIAS BIOLÓGICAS ;CIÊNCIAS BIOLÓGICAS I ;20100000;BIOLOGIA GERAL;BIOLOGIA ANIMAL (53001010045P7)
8139627239707745;ZULMIRA GUERRERO MARQUES LACAVA;PERMANENTE;CIÊNCIAS BIOLÓGICAS ;CIÊNCIAS BIOLÓGICAS I ;20100000;BIOLOGIA GERAL;BIOLOGIA ANIMAL (53001010045P7)
7992827773890772;ALDO HENRIQUE FONSECA PACHECO TAVARES;PERMANENTE;CIÊNCIAS BIOLÓGICAS ;CIÊNCIAS BIOLÓGICAS III ;21200009;MICROBIOLOGIA;Biologia Microbiana (53001010094P8)
9401895478055960;ALEX LEITE PEREIRA;COLABORADOR                               ;CIÊNCIAS BIOLÓGICAS ;CIÊNCIAS BIOLÓGICAS III ;21200009;MICROBIOLOGIA;Biologia Microbiana (53001010094P8)
5848423626868491;BEATRIZ DOLABELA DE LIMA;PERMANENTE;CIÊNCIAS BIOLÓGICAS ;CIÊNCIAS BIOLÓGICAS III ;21200009;MICROBIOLOGIA;Biologia Microbiana (53001010094P8)
3916535995785654;BETANIA FERRAZ QUIRINO;PERMANENTE;CIÊNCIAS BIOLÓGICAS ;CIÊNCIAS BIOLÓGICAS III ;21200009;MICROBIOLOGIA;Biologia Microbiana (53001010094P8)
5534075197522915;CECILIA BEATRIZ FIUZA FAVALI;PERMANENTE;CIÊNCIAS BIOLÓGICAS ;CIÊNCIAS BIOLÓGICAS III ;21200009;MICROBIOLOGIA;Biologia Microbiana (53001010094P8)
4515344457117900;CYNTHIA MARIA KYAW;PERMANENTE;CIÊNCIAS BIOLÓGICAS ;CIÊNCIAS BIOLÓGICAS III ;21200009;MICROBIOLOGIA;Biologia Microbiana (53001010094P8)
9612272587252178;EDIVALDO XIMENES FERREIRA FILHO;PERMANENTE;CIÊNCIAS BIOLÓGICAS ;CIÊNCIAS BIOLÓGICAS III ;21200009;MICROBIOLOGIA;Biologia Microbiana (53001010094P8)
